,team,season,wt_rating,wt_rating_elo,sos,line,over_odds,under_odds,source,source_date,hold,over_probability,under_probability,line_adj
522,DET,2019,-1.3454,1466.5595,0.1512,6.5,-150,130,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0348,0.5798,0.4202,6.6546
523,GB,2019,1.1197,1536.9922,0.1793,9.0,-140,120,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0379,0.562,0.438,9.1197
524,HOU,2019,0.5208,1519.8801,0.4036,8.5,-115,-105,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0471,0.5108,0.4892,8.5208
525,IND,2019,-0.5,1490.7143,0.1028,7.5,-110,-110,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0476,0.5,0.5,7.5
526,JAX,2019,0.0,1505.0,0.0029,8.0,-110,-110,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0476,0.5,0.5,8.0
527,KC,2019,2.5823,1578.7788,0.2003,10.5,-130,110,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0414,0.5427,0.4573,10.5823
528,LAC,2019,1.8803,1558.7221,-0.0795,10.0,120,-140,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0379,0.438,0.562,9.8803
529,LAR,2019,2.3625,1572.5012,0.0392,10.5,125,-145,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0363,0.4289,0.5711,10.3625
530,MIA,2019,-3.5418,1403.8068,0.3318,4.5,100,-120,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0455,0.4783,0.5217,4.4582
531,MIN,2019,1.0624,1535.3548,0.3392,9.0,-125,105,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0434,0.5325,0.4675,9.0624
532,NE,2019,3.5,1605.0,-0.4219,11.5,-110,-110,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0476,0.5,0.5,11.5
533,NO,2019,2.3454,1572.012,0.1159,10.5,130,-150,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0348,0.4202,0.5798,10.3454
534,NYG,2019,-2.0624,1446.0738,-0.1193,6.0,105,-125,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0434,0.4675,0.5325,5.9376
535,NYJ,2019,-0.4849,1490.7143,-0.2746,7.5,-110,-110,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0476,0.5,0.5,7.5
536,OAK,2019,-2.208,1441.9132,0.3942,6.0,145,-170,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0378,0.3933,0.6067,5.792
537,PHI,2019,2.1546,1566.5595,-0.197,10.0,-150,130,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0348,0.5798,0.4202,10.1546
538,PIT,2019,1.5,1547.8571,-0.0688,9.5,-110,-110,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0476,0.5,0.5,9.5
539,SEA,2019,0.9582,1532.3783,0.4338,9.0,100,-120,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0455,0.4783,0.5217,8.9582
540,SF,2019,0.1197,1508.4208,0.3539,8.0,-140,120,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0379,0.562,0.438,8.1197
541,TB,2019,-1.5,1462.1429,0.1919,6.5,-110,-110,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0476,0.5,0.5,6.5
542,TEN,2019,-0.1197,1501.5792,0.5002,8.0,120,-140,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0379,0.438,0.562,7.8803
543,WAS,2019,-2.1546,1443.4405,0.1835,6.0,130,-150,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0348,0.4202,0.5798,5.8454
544,ARI,2020,-0.4806,1491.2695,0.1788,7.5,-120,-110,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0693,0.5101,0.4899,7.5194
545,ATL,2020,-0.4412,1492.3955,0.5593,7.5,-130,100,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0652,0.5306,0.4694,7.5588
546,BAL,2020,3.5,1605.0,0.099,11.5,-115,-115,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0698,0.5,0.5,11.5
547,BUF,2020,1.0974,1536.3543,0.6824,9.0,-140,110,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0595,0.5506,0.4494,9.0974
548,CAR,2020,-2.5194,1433.0162,0.4612,5.5,-110,-120,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0693,0.4899,0.5101,5.4806
549,CHI,2020,0.3333,1514.5219,0.0726,8.5,130,-160,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0502,0.414,0.586,8.3333
550,CIN,2020,-2.4806,1434.1267,0.3494,5.5,-120,-110,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0693,0.5101,0.4899,5.5194
551,CLE,2020,0.5785,1521.5281,0.2783,8.5,-135,105,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0623,0.5408,0.4592,8.5785
552,DAL,2020,1.5889,1550.3971,0.1237,9.5,-115,125,not_tracked,2020-08-30T00:00:00.000000+00:00,-0.0207,0.5462,0.4538,9.5889
553,DEN,2020,-0.4215,1492.9567,0.4979,7.5,-135,105,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0623,0.5408,0.4592,7.5785
554,DET,2020,-1.4412,1463.8241,0.0214,6.5,-130,100,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0652,0.5306,0.4694,6.5588
555,GB,2020,1.039,1534.6858,0.2532,9.0,-125,-105,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0678,0.5203,0.4797,9.039
556,HOU,2020,-0.5194,1490.159,0.2903,7.5,-110,-120,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0693,0.4899,0.5101,7.4806
557,IND,2020,1.039,1534.6858,-0.1984,9.0,-125,-105,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0678,0.5203,0.4797,9.039
558,JAX,2020,-3.4806,1405.5552,0.2531,4.5,-120,-110,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0693,0.5101,0.4899,4.5194
559,KC,2020,3.6156,1608.304,0.2213,11.5,-145,115,not_tracked,2020-08-30T00:00:00.000000+00:00,0.057,0.5599,0.4401,11.6156
560,LAC,2020,-0.4412,1492.3955,0.0064,7.5,-130,100,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0652,0.5306,0.4694,7.5588
561,LAR,2020,0.461,1518.1714,0.5003,8.5,-105,-125,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0678,0.4797,0.5203,8.461
562,MIA,2020,-1.5194,1461.5876,0.1338,6.5,-110,-120,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0693,0.4899,0.5101,6.4806
563,MIN,2020,0.961,1532.4571,0.079,9.0,-105,-125,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0678,0.4797,0.5203,8.961
564,NE,2020,0.9412,1531.8902,0.3851,9.0,100,-130,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0652,0.4694,0.5306,8.9412
565,NO,2020,2.5,1576.4286,0.3549,10.5,-115,-115,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0698,0.5,0.5,10.5
566,NYG,2020,-1.5588,1460.4617,0.6054,6.5,100,-130,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0652,0.4694,0.5306,6.4412
567,NYJ,2020,-0.9026,1479.2114,0.5304,7.0,-140,110,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0595,0.5506,0.4494,7.0974
568,OAK,2020,-0.539,1489.6,0.4923,7.5,-105,-125,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0678,0.4797,0.5203,7.461
569,PHI,2020,1.539,1548.9715,0.3187,9.5,-125,-105,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0678,0.5203,0.4797,9.539
570,PIT,2020,1.4026,1545.0743,0.0611,9.5,110,-140,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0595,0.4494,0.5506,9.4026
571,SEA,2020,1.0974,1536.3543,0.2733,9.0,-140,110,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0595,0.5506,0.4494,9.0974
572,SF,2020,2.539,1577.5429,0.2701,10.5,-125,-105,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0678,0.5203,0.4797,10.539
573,TB,2020,1.5974,1550.64,0.2841,9.5,-140,110,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0595,0.5506,0.4494,9.5974
574,TEN,2020,0.539,1520.4,0.1263,8.5,-125,-105,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0678,0.5203,0.4797,8.539
575,WAS,2020,-2.5588,1431.8902,0.4348,5.5,100,-130,not_tracked,2020-08-30T00:00:00.000000+00:00,0.0652,0.4694,0.5306,5.4412
576,ARI,2021,0.1197,1508.4208,0.9257,8.0,-140,120,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0379,0.562,0.438,8.1197
577,ATL,2021,-0.9792,1477.0229,0.4672,7.0,-115,-105,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0471,0.5108,0.4892,7.0208
578,BAL,2021,2.9792,1590.1199,0.7499,11.0,-105,-115,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0471,0.4892,0.5108,10.9792
579,BUF,2021,2.5823,1578.7788,0.6481,10.5,-130,110,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0414,0.5427,0.4573,10.5823
580,CAR,2021,-0.5823,1488.364,0.4376,7.5,110,-130,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0414,0.4573,0.5427,7.4177
581,CHI,2021,-0.5624,1488.9309,0.8512,7.5,105,-125,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0434,0.4675,0.5325,7.4376
582,CIN,2021,-1.5208,1461.5485,1.0625,6.5,-105,-115,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0471,0.4892,0.5108,6.4792
583,CLE,2021,2.0208,1562.7372,0.4251,10.0,-115,-105,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0471,0.5108,0.4892,10.0208
584,DAL,2021,1.4177,1545.5069,0.405,9.5,110,-130,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0414,0.4573,0.5427,9.4177
585,DEN,2021,-0.5624,1488.9309,0.4011,7.5,105,-125,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0434,0.4675,0.5325,7.4376
586,DET,2021,-2.9177,1421.636,0.8364,5.0,-130,110,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0414,0.5427,0.4573,5.0823
587,GB,2021,2.9376,1588.9309,0.7041,11.0,105,-125,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0434,0.4675,0.5325,10.9376
588,HOU,2021,-3.0823,1416.9355,0.8697,5.0,110,-130,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0414,0.4573,0.5427,4.9177
589,IND,2021,2.0,1562.1429,0.5047,10.0,-110,-110,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0476,0.5,0.5,10.0
590,JAX,2021,-1.9348,1449.7193,0.4148,6.0,-120,110,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0216,0.5339,0.4661,6.0652
591,KC,2021,4.0823,1621.636,0.6618,12.0,-130,110,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0414,0.5427,0.4573,12.0823
592,LAC,2021,0.9376,1531.7881,0.5347,9.0,105,-125,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0434,0.4675,0.5325,8.9376
593,LAR,2021,2.4376,1574.6452,0.7784,10.5,105,-125,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0434,0.4675,0.5325,10.4376
594,MIA,2021,1.1013,1536.4669,0.4123,9.0,-135,115,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0396,0.5526,0.4474,9.1013
595,MIN,2021,0.5208,1519.8801,0.6894,8.5,-115,-105,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0471,0.5108,0.4892,8.5208
596,NE,2021,1.0624,1535.3548,0.676,9.0,-125,105,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0434,0.5325,0.4675,9.0624
597,NO,2021,1.3803,1544.4364,0.7205,9.5,120,-140,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0379,0.438,0.562,9.3803
598,NYG,2021,-1.0,1476.4286,0.6635,7.0,-110,-110,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0476,0.5,0.5,7.0
599,NYJ,2021,-1.9177,1450.2074,0.472,6.0,-130,110,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0414,0.5427,0.4573,6.0823
600,OAK,2021,-0.1013,1502.1045,0.7602,8.0,115,-135,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0396,0.4474,0.5526,7.8987
601,PHI,2021,-1.0624,1474.6452,0.5094,7.0,105,-125,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0434,0.4675,0.5325,6.9376
602,PIT,2021,0.9376,1531.7881,1.184,9.0,105,-125,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0434,0.4675,0.5325,8.9376
603,SEA,2021,1.9376,1560.3595,0.59,10.0,105,-125,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0434,0.4675,0.5325,9.9376
604,SF,2021,2.1197,1565.5636,0.53,10.0,-140,120,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0379,0.562,0.438,10.1197
605,TB,2021,3.4582,1603.8068,0.3711,11.5,100,-120,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0455,0.4783,0.5217,11.4582
606,TEN,2021,1.4177,1545.5069,0.4604,9.5,110,-130,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0414,0.4573,0.5427,9.4177
607,WAS,2021,-0.0208,1504.4056,0.8118,8.0,-105,-115,not_tracked,2021-08-30T00:00:00.000000+00:00,0.0471,0.4892,0.5108,7.9792
608,ARI,2022,0.8803,1530.1507,0.8382,9.0,120,-140,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0379,0.438,0.562,8.8803
609,ATL,2022,-3.1375,1415.3583,0.675,5.0,125,-145,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0363,0.4289,0.5711,4.8625
610,BAL,2022,1.6375,1551.7845,0.4065,9.5,-145,125,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0363,0.5711,0.4289,9.6375
611,BUF,2022,3.6197,1608.4208,0.5306,11.5,-140,120,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0379,0.562,0.438,11.6197
612,CAR,2022,-1.5418,1460.9497,0.4388,6.5,100,-120,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0455,0.4783,0.5217,6.4582
613,CHI,2022,-1.6546,1457.7262,0.2862,6.5,130,-150,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0348,0.4202,0.5798,6.3454
614,CIN,2022,1.6013,1550.7527,0.8881,9.5,-135,115,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0396,0.5526,0.4474,9.6013
615,CLE,2022,1.4177,1545.5069,0.2871,9.5,110,-130,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0414,0.4573,0.5427,9.4177
616,DAL,2022,2.3625,1572.5012,0.6106,10.5,125,-145,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0363,0.4289,0.5711,10.3625
617,DEN,2022,2.0,1562.1429,0.5507,10.0,-110,-110,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0476,0.5,0.5,10.0
618,DET,2022,-1.8128,1453.2045,0.2726,6.0,-160,140,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0321,0.5963,0.4037,6.1872
619,GB,2022,3.0,1590.7143,0.4431,11.0,-110,-110,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0476,0.5,0.5,11.0
620,HOU,2022,-3.5418,1403.8068,0.7543,4.5,100,-120,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0455,0.4783,0.5217,4.4582
621,IND,2022,1.6375,1551.7845,0.1899,9.5,-145,125,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0363,0.5711,0.4289,9.6375
622,JAX,2022,-1.6013,1459.2473,0.5647,6.5,115,-135,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0396,0.4474,0.5526,6.3987
623,KC,2022,2.5208,1577.0229,1.038,10.5,-115,-105,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0471,0.5108,0.4892,10.5208
624,LAC,2022,2.0823,1564.4931,0.4811,10.0,-130,110,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0414,0.5427,0.4573,10.0823
625,LAR,2022,2.5,1576.4286,0.9817,10.5,-110,-110,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0476,0.5,0.5,10.5
626,MIA,2022,0.6013,1522.1812,0.7081,8.5,-135,115,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0396,0.5526,0.4474,8.6013
627,MIN,2022,1.1013,1536.4669,0.3152,9.0,-135,115,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0396,0.5526,0.4474,9.1013
628,NE,2022,0.5823,1521.636,0.6896,8.5,-130,110,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0414,0.5427,0.4573,8.5823
629,NO,2022,0.1872,1510.3474,0.4812,8.0,-160,140,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0321,0.5963,0.4037,8.1872
630,NYG,2022,-1.0624,1474.6452,0.3289,7.0,105,-125,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0434,0.4675,0.5325,6.9376
631,NYJ,2022,-2.2772,1439.9383,0.7446,5.5,-175,150,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0364,0.614,0.386,5.7228
632,OAK,2022,0.5823,1521.636,0.8584,8.5,-130,110,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0414,0.5427,0.4573,8.5823
633,PHI,2022,1.6197,1551.2779,0.2061,9.5,-140,120,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0379,0.562,0.438,9.6197
634,PIT,2022,-0.5551,1489.1409,0.8591,7.5,-105,-135,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0867,0.4713,0.5287,7.4449
635,SEA,2022,-2.0823,1445.5069,0.7622,6.0,110,-130,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0414,0.4573,0.5427,5.9177
636,SF,2022,2.0,1562.1429,0.4537,10.0,-110,-110,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0476,0.5,0.5,10.0
637,TB,2022,3.4177,1602.6498,0.4812,11.5,110,-130,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0414,0.4573,0.5427,11.4177
638,TEN,2022,1.3803,1544.4364,0.6374,9.5,120,-140,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0379,0.438,0.562,9.3803
639,WAS,2022,-0.4792,1491.3086,0.2723,7.5,-115,-105,not_tracked,2022-08-30T00:00:00.000000+00:00,0.0471,0.5108,0.4892,7.5208
640,ARI,2023,-3.4792,1405.5944,0.8275,4.5,-115,-105,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0471,0.5108,0.4892,4.5208
641,ATL,2023,0.5823,1521.636,-0.3004,8.5,-130,110,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0414,0.5427,0.4573,8.5823
642,BAL,2023,2.4317,1574.4758,0.8061,10.5,104,-130,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0554,0.4645,0.5355,10.4317
643,BUF,2023,2.5604,1578.1534,1.1404,10.5,-128,102,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0565,0.5314,0.4686,10.5604
644,CAR,2023,-0.4582,1491.9074,0.2681,7.5,-120,100,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0455,0.5217,0.4783,7.5418
645,CHI,2023,-0.4376,1492.4977,0.2789,7.5,-125,105,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0434,0.5325,0.4675,7.5624
646,CIN,2023,3.4376,1603.2166,0.7895,11.5,105,-125,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0434,0.4675,0.5325,11.4376
647,CLE,2023,1.3625,1543.9298,0.601,9.5,125,-145,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0363,0.4289,0.5711,9.3625
648,DAL,2023,1.708,1553.8011,0.4887,9.5,-170,145,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0378,0.6067,0.3933,9.708
649,DEN,2023,0.5208,1519.8801,0.7977,8.5,-115,-105,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0471,0.5108,0.4892,8.5208
650,DET,2023,1.6013,1550.7527,0.4456,9.5,-135,115,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0396,0.5526,0.4474,9.6013
651,GB,2023,-0.4582,1491.9074,0.6189,7.5,-120,100,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0455,0.5217,0.4783,7.5418
652,HOU,2023,-1.6197,1458.7221,0.5545,6.5,120,-140,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0379,0.438,0.562,6.3803
653,IND,2023,-1.4376,1463.9262,0.2868,6.5,-125,105,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0434,0.5325,0.4675,6.5624
654,JAX,2023,2.0,1562.1429,0.5712,10.0,-110,-110,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0476,0.5,0.5,10.0
655,KC,2023,3.6375,1608.9274,1.2907,11.5,-145,125,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0363,0.5711,0.4289,11.6375
656,LAC,2023,1.5823,1550.2074,0.9866,9.5,-130,110,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0414,0.5427,0.4573,9.5823
657,LAR,2023,-1.5418,1460.9497,0.7085,6.5,100,-120,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0455,0.4783,0.5217,6.4582
658,MIA,2023,1.5,1547.8571,1.1301,9.5,-110,-110,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0476,0.5,0.5,9.5
659,MIN,2023,0.6197,1522.7065,0.9278,8.5,-140,120,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0379,0.562,0.438,8.6197
660,NE,2023,-0.5418,1489.5211,1.1976,7.5,100,-120,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0455,0.4783,0.5217,7.4582
661,NO,2023,1.3803,1544.4364,-0.3464,9.5,120,-140,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0379,0.438,0.562,9.3803
662,NYG,2023,-0.5,1490.7143,0.6526,7.5,-110,-110,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0476,0.5,0.5,7.5
663,NYJ,2023,1.6013,1550.7527,0.908,9.5,-135,115,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0396,0.5526,0.4474,9.6013
664,OAK,2023,-0.7738,1482.8927,1.0006,7.5,170,-190,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0255,0.3611,0.6389,7.2262
665,PHI,2023,3.4177,1602.6498,0.2293,11.5,110,-130,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0414,0.4573,0.5427,11.4177
666,PIT,2023,1.0208,1534.1658,0.6791,9.0,-115,-105,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0471,0.5108,0.4892,9.0208
667,SEA,2023,0.9792,1532.9771,0.4228,9.0,-105,-115,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0471,0.4892,0.5108,8.9792
668,SF,2023,2.6546,1580.8452,0.4528,10.5,-150,130,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0348,0.5798,0.4202,10.6546
669,TB,2023,-1.6197,1458.7221,0.8603,6.5,120,-140,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0379,0.438,0.562,6.3803
670,TEN,2023,-0.5823,1488.364,0.5932,7.5,110,-130,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0414,0.4573,0.5427,7.4177
671,WAS,2023,-1.5194,1461.5876,0.8029,6.5,-110,-120,not_tracked,2023-08-30T00:00:00.000000+00:00,0.0693,0.4899,0.5101,6.4806
672,ARI,2024,-1.3832,1465.479,0.5453,6.5,-141,118,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0438,0.5605,0.4395,6.6168
673,ATL,2024,1.6275,1551.4997,-0.401,9.5,-144,121,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0427,0.566,0.434,9.6275
674,BAL,2024,3.187,1596.0585,0.7253,11.5,180,-218,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0427,0.3425,0.6575,11.187
675,BUF,2024,2.2752,1570.0048,0.8286,10.5,149,-179,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0432,0.385,0.615,10.2752
676,CAR,2024,-3.1101,1416.1403,0.3742,4.5,-260,212,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0427,0.6926,0.3074,4.8899
677,CHI,2024,0.7372,1526.0622,0.034,8.5,-184,153,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0431,0.6211,0.3789,8.7372
678,CIN,2024,2.392,1573.342,0.0678,10.5,116,-138,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0428,0.444,0.556,10.392
679,CLE,2024,0.7219,1525.6267,0.8369,8.5,-178,148,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0435,0.6136,0.3864,8.7219
680,DAL,2024,2.3238,1571.3956,0.6249,10.5,134,-161,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0442,0.4093,0.5907,10.3238
681,DEN,2024,-2.3285,1438.4712,0.7435,5.5,-157,134,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0382,0.5884,0.4116,5.6715
682,DET,2024,2.5085,1576.6728,0.4659,10.5,-110,-106,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0384,0.5045,0.4955,10.5085
683,GB,2024,1.5744,1549.9833,0.7405,9.5,-128,108,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0422,0.5387,0.4613,9.5744
684,HOU,2024,1.5525,1549.357,0.9017,9.5,-122,103,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0422,0.5273,0.4727,9.5525
685,IND,2024,0.3782,1515.807,0.1345,8.5,119,-143,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0451,0.4369,0.5631,8.3782
686,JAX,2024,0.4874,1518.9244,0.4814,8.5,-106,-112,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0429,0.4934,0.5066,8.4874
687,KC,2024,3.4233,1602.8081,0.5801,11.5,109,-128,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0399,0.4601,0.5399,11.4233
688,LAC,2024,0.611,1522.4567,-0.0758,8.5,-137,118,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0368,0.5576,0.4424,8.611
689,LAR,2024,0.6718,1524.1941,0.5822,8.5,-159,133,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0431,0.5885,0.4115,8.6718
690,MIA,2024,1.693,1553.3701,0.3042,9.5,-167,139,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0439,0.5992,0.4008,9.693
691,MIN,2024,-1.3712,1465.8243,0.8445,6.5,-145,121,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0443,0.5667,0.4333,6.6288
692,NE,2024,-3.3883,1408.1914,1.0728,4.5,-139,117,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0424,0.5579,0.4421,4.6117
693,NO,2024,-0.58,1488.4295,0.1485,7.5,109,-130,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0437,0.4584,0.5416,7.42
694,NYG,2024,-1.6247,1458.5792,0.5704,6.5,121,-142,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0393,0.4354,0.5646,6.3753
695,NYJ,2024,1.675,1552.8574,0.0235,9.5,-160,134,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0427,0.5902,0.4098,9.675
696,OAK,2024,-1.4595,1463.2992,0.6167,6.5,-118,101,not_tracked,2024-08-30T00:00:00.000000+00:00,0.0388,0.5211,0.4789,6.5405
